"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"mlflow/mlflow","https://github.com/mlflow/mlflow","https://github.com/mlflow/mlflow.git","master","The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.","dspy, langchain_core, pydantic_ai, semantic_kernel, smolagents","26778","5927","Python","agentops,agents,ai,ai-governance,apache-spark,evaluation,langchain,llm-evaluation,llmops,machine-learning,ml,mlflow,mlops,model-management,observability,open-source,openai,prompt-engineering","2018","1485418","2018-06-05T16:05:58Z","2026-06-30T03:49:47Z","2026-06-30T03:51:00Z","Apache-2.0","2946","1082","12619","128.5"
"marimo-team/marimo","https://github.com/marimo-team/marimo","https://github.com/marimo-team/marimo.git","main","A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.","pydantic_ai","21659","1153","Python","artificial-intelligence,dag,data-science,data-visualization,dataflow,developer-tools,machine-learning,notebooks,pipeline,python,reactive,sql,web-app","630","219647","2023-08-14T18:56:20Z","2026-07-02T02:12:28Z","2026-07-01T22:11:56Z","Apache-2.0","1052","310","6312","180.0"
"angr/angr","https://github.com/angr/angr","https://github.com/angr/angr.git","master","A powerful and user-friendly binary analysis platform!","pydantic_ai","8924","1178","Python","analysis,angr,binary,hacktoberfest","620","82606","2015-08-06T21:46:55Z","2026-07-02T14:33:18Z","2026-07-02T10:18:13Z","BSD-2-Clause","3982","309","14484","109.12"
"PrefectHQ/marvin","https://github.com/PrefectHQ/marvin","https://github.com/PrefectHQ/marvin.git","main","an ambient intelligence library","pydantic_ai","6176","403","Python","agents,ai,ambient-ai,chatbots,gpt,llm,nli,python,structured-outputs","104","66576","2023-03-10T18:44:40Z","2026-07-02T08:28:00Z","2026-05-12T16:43:29Z","Apache-2.0","1158","62","3979","103.08"
"NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent.git","main","The agent that grows with you","honcho, mem0","205507","37095","Python","ai,ai-agent,ai-agents,anthropic,chatgpt,claude,claude-code,clawdbot,codex,hermes,hermes-agent,llm,moltbot,nous-research,openai,openclaw","24177","444508","2025-07-22T22:22:28Z","2026-06-29T14:55:26Z","2026-06-29T14:08:20Z","MIT","341","1837","14282","1256.48"
"agentscope-ai/agentscope","https://github.com/agentscope-ai/agentscope","https://github.com/agentscope-ai/agentscope.git","main","Build and run agents you can see, understand and trust.","agui, mem0","27300","3089","Python","agent,chatbot,large-language-models,llm,llm-agent,mcp,multi-agent,multi-modal,react-agent","272","61415","2024-01-12T03:41:59Z","2026-06-29T16:05:20Z","2026-06-29T06:35:40Z","Apache-2.0","899","72","379","12.65"
"topoteretes/cognee","https://github.com/topoteretes/cognee","https://github.com/topoteretes/cognee.git","main","Cognee is the open-source AI memory platform for agents. Give your AI agents persistent long-term memory across sessions with a self-hosted knowledge graph engine.","haystack, mem0","26111","2402","Python","agent-memory,agent-skills,ai,ai-agents,ai-memory,cognitive-architecture,cognitive-memory,context-engineering,contributions-welcome,good-first-issue,good-first-pr,graph-database,graph-rag,help-wanted,knowledge,knowledge-graph,memory-management,open-source,vector-database","445","200877","2023-08-16T16:16:33Z","2026-07-01T00:57:46Z","2026-06-30T16:44:35Z","Apache-2.0","1049","191","8429","241.06"
"pipecat-ai/pipecat","https://github.com/pipecat-ai/pipecat","https://github.com/pipecat-ai/pipecat.git","main","Open Source framework for voice and multimodal conversational AI","mem0","13092","2254","Python","ai,chatbot-framework,chatbots,real-time,voice,voice-assistant","226","163684","2023-12-27T12:59:00Z","2026-06-29T22:21:58Z","2026-06-29T22:15:48Z","BSD-2-Clause","915","288","10618","348.13"
"Upsonic/Upsonic","https://github.com/Upsonic/Upsonic","https://github.com/Upsonic/Upsonic.git","master","Build autonomous AI agents in Python.","mem0, subagents","7904","737","Python","agent,agent-framework,autonomous-agent,autonomous-agents,claude,computer-use,llms,mcp,model-context-protocol,openai,openclaw,rag,reliability,ucp,universal-commerce-protocol","29","15387","2024-05-26T16:23:38Z","2026-06-30T03:26:48Z","2026-06-18T14:55:50Z","MIT","752","41","1896","75.64"
"comet-ml/opik","https://github.com/comet-ml/opik","https://github.com/comet-ml/opik.git","main","Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing, automated evaluations, and production-ready dashboards.","agno, autogen_agentchat, autogen_ext, dspy, haystack, langchain, langchain_anthropic, langchain_groq, langchain_openai, smolagents","20007","1568","Python","evaluation,hacktoberfest,hacktoberfest2025,langchain,llama-index,llm,llm-evaluation,llm-observability,llmops,open-source,openai,playground,prompt-engineering","122","674501","2023-05-10T12:57:13Z","2026-06-29T16:23:32Z","2026-06-29T16:30:03Z","Apache-2.0","1146","135","6286","164.55"
"vibrantlabsai/ragas","https://github.com/vibrantlabsai/ragas","https://github.com/vibrantlabsai/ragas.git","main","Supercharge Your LLM Application Evaluations 🚀","dspy, griptape, haystack, langchain_core, langchain_openai","14585","1516","Python","evaluation,llm,llmops","459","47555","2023-05-08T17:48:04Z","2026-06-30T20:40:19Z","2026-02-24T07:47:19Z","Apache-2.0","1022","246","1147","33.67"
"open-jarvis/OpenJarvis","https://github.com/open-jarvis/OpenJarvis","https://github.com/open-jarvis/OpenJarvis.git","main","Personal AI, On Personal Devices","dspy","7207","1581","Python","","70","98284","2026-02-15T00:24:16Z","2026-06-29T18:54:42Z","2026-06-29T19:02:06Z","Apache-2.0","134","44","879","196.79"
"GetBindu/Bindu","https://github.com/GetBindu/Bindu","https://github.com/GetBindu/Bindu.git","main","Bindu: The identity, communication, and payments layer for AI agents.","agno, dspy, notte, notte_sdk","7191","411","Python","a2a,agent-communication,agent-orchestration,ai-agent,autonomous-agents,eu-ai-act,machine-learning","149","49316","2025-03-16T22:37:03Z","2026-06-29T17:25:20Z","2026-06-29T09:30:57Z","NOASSERTION","469","77","1519","97.16"
"Eigenwise/atomic-agents","https://github.com/Eigenwise/atomic-agents","https://github.com/Eigenwise/atomic-agents.git","main","Building AI agents, atomically","dspy","6013","515","Python","ai,artificial-intelligence,large-language-model,large-language-models,llms,openai,openai-api","9","15565","2024-06-03T08:24:07Z","2026-06-30T22:25:46Z","2026-06-28T10:56:58Z","MIT","755","36","949","37.71"
"yusufkaraaslan/Skill_Seekers","https://github.com/yusufkaraaslan/Skill_Seekers","https://github.com/yusufkaraaslan/Skill_Seekers.git","development","Convert documentation websites, GitHub repositories, and PDFs into Claude AI skills with automatic conflict detection","haystack","14314","1466","Python","ai-tools,ast-parser,automation,claude-ai,claude-skills,code-analysis,conflict-detection,documentation,documentation-generator,github,github-scraper,mcp,mcp-server,multi-source,ocr,pdf,python,web-scraping","104","24049","2025-10-17T14:43:48Z","2026-06-30T14:54:58Z","2026-06-29T19:31:31Z","MIT","255","43","777","91.41"
"liangliangyy/DjangoBlog","https://github.com/liangliangyy/DjangoBlog","https://github.com/liangliangyy/DjangoBlog.git","master","🍺基于Django的博客系统","haystack","7399","2857","Python","blog,django,django-blog,python","4","6048","2016-11-02T13:07:55Z","2026-06-30T11:27:04Z","2026-06-22T07:18:13Z","MIT","3518","26","1291","11.01"
"microsoft/agent-governance-toolkit","https://github.com/microsoft/agent-governance-toolkit","https://github.com/microsoft/agent-governance-toolkit.git","main","AI Agent Governance Toolkit — Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents. Covers 10/10 OWASP Agentic Top 10.","agent_framework, agentops, autogen_ext, haystack, pydantic_ai, smolagents","4547","653","Python","agent-framework,ai-agents,ai-safety,compliance,governance,microsoft,owasp,policy-engine,python,security,trust,zero-trust","62","41169","2026-03-02T22:11:47Z","2026-06-29T16:05:51Z","2026-06-29T10:44:47Z","MIT","118","116","2184","555.25"
"django-haystack/django-haystack","https://github.com/django-haystack/django-haystack","https://github.com/django-haystack/django-haystack.git","master","Modular search for Django","haystack","3740","1311","Python","","582","4624","2009-01-29T20:23:57Z","2026-07-01T06:17:27Z","2026-07-01T06:17:22Z","NOASSERTION","6361","224","1976","9.32"
"Sumanth077/Hands-On-AI-Engineering","https://github.com/Sumanth077/Hands-On-AI-Engineering","https://github.com/Sumanth077/Hands-On-AI-Engineering.git","main","A curated collection of practical AI projects implementing OCR systems, RAG, AI agents, and other AI use cases.","agno, crewai, haystack, smolagents","2538","681","Python","agents,ai,ai-agents,ai-engineering,generative-ai,llms,mcp,ocr,python,rag","6","186971","2025-02-24T19:15:35Z","2026-06-29T16:41:07Z","2026-06-29T00:20:13Z","","489","9","541","33.19"
"potpie-ai/potpie","https://github.com/potpie-ai/potpie","https://github.com/potpie-ai/potpie.git","main","Spec-driven development for large codebases","clai, pydantic_ai","5477","637","Python","agents,ai-agents,ai-agents-framework,artificial-intelligence,developer-tools,devtools,generative-ai,knowledge-graph,rag","143","78328","2024-08-12T09:18:25Z","2026-06-29T15:33:34Z","2026-06-29T15:29:34Z","Apache-2.0","686","44","728","31.84"
"rhesis-ai/rhesis","https://github.com/rhesis-ai/rhesis","https://github.com/rhesis-ai/rhesis.git","main","The testing platform for AI teams. Bring engineers, PMs, and domain experts together to generate tests, simulate (adversarial) conversations, and trace every failure to its root cause.","agent_framework, agent_framework_openai, agent_framework_orchestrations, clai, deepteam","373","26","Python","generative-ai,llm-evaluation,llm-evaluation-framework,llmops,open-source,quality-assessment,responsible-ai,test-execution,test-generation,test-management,trustworthy-ai","123","105879","2024-10-09T19:32:19Z","2026-06-29T16:38:19Z","2026-06-29T16:40:51Z","NOASSERTION","627","27","4364","208.8"
"evalops/cognitive-dissonance-dspy","https://github.com/evalops/cognitive-dissonance-dspy","https://github.com/evalops/cognitive-dissonance-dspy.git","main","A multi-agent LLM system for detecting and resolving cognitive dissonance.","clai, dspy","280","24","Python","dspy,experimental,python","5","1171","2025-08-28T03:20:40Z","2026-06-10T19:49:23Z","2026-04-25T19:37:53Z","MIT","240","3","62","7.75"
"microsoft/content-processing-solution-accelerator","https://github.com/microsoft/content-processing-solution-accelerator","https://github.com/microsoft/content-processing-solution-accelerator.git","main","Programmatically extract data and apply schemas to unstructured documents across text-based and multi-modal content using Azure AI Foundry, Azure OpenAI, Azure AI Content Understanding, and Cosmos DB.","agent_framework, clai, mem0","230","200","Python","ai-azd-templates,ai-foundry,azd-templates,azure-ai-content-understanding,azure-ai-foundry,azure-ai-services,azure-openai,cosmos-db","14","112503","2025-03-17T16:10:24Z","2026-06-29T13:48:46Z","2026-06-29T13:51:02Z","MIT","468","51","1353","86.73"
"skygazer42/Weaver","https://github.com/skygazer42/Weaver","https://github.com/skygazer42/Weaver.git","main","基于 LangGraph 的企业级 AI 智能体平台，支持深度研究、代码执行 ，并提供 62+ 内置工具与类Manus的多 Agent 配置。支持 SSE 实时流、任务取消、记忆管理以及多模态交互等能力","clai, mem0","167","40","Python","agent,deepresearch,langgraph,manus,playwright,sandbox","5","6169","2025-12-17T05:46:40Z","2026-06-29T06:02:20Z","2026-05-30T21:37:20Z","MIT","164","3","586","107.2"
"plexe-ai/plexe","https://github.com/plexe-ai/plexe","https://github.com/plexe-ai/plexe.git","main","✨ Build a machine learning model from a prompt","smolagents","2584","257","Python","agentic-ai,agents,ai,machine-learning,ml,mlengineering,mlops,multiagent","16","8787","2025-01-05T18:34:25Z","2026-06-19T20:01:01Z","2026-03-06T11:41:05Z","Apache-2.0","424","9","178","12.59"
"mims-harvard/ToolUniverse","https://github.com/mims-harvard/ToolUniverse","https://github.com/mims-harvard/ToolUniverse.git","main","Democratizing AI scientists with ToolUniverse","smolagents","1527","234","Python","agents,ai-agents,ai-communication,ai-for-science,ai-scientists,automated-science,autonomous-agents,co-pilot,co-scientist,llms,lrm,mcp-servers,reasoning-agent,reasoning-language-models,scientific-skill,tool-use","15","52028","2025-03-03T21:09:47Z","2026-07-02T21:22:14Z","2026-07-02T21:22:09Z","Apache-2.0","486","17","595","36.73"
"future-agi/future-agi","https://github.com/future-agi/future-agi","https://github.com/future-agi/future-agi.git","main","Open-source, end-to-end platform for evaluating, observing, and improving LLM and AI agent applications. Tracing · Evals · Simulations · Datasets · Gateway · Guardrails. Self-hostable. Apache 2.0.","smolagents","1255","291","Python","ai,ai-gateway,evals,llm,observability,simulation","350","109470","2026-04-23T14:11:31Z","2026-06-29T16:01:12Z","2026-06-29T15:14:18Z","Apache-2.0","67","35","1268","567.76"
"wandb/weave","https://github.com/wandb/weave","https://github.com/wandb/weave.git","master","Weave is a toolkit for developing AI-powered applications, built by Weights & Biases.","autogen_ext, dspy, smolagents","1105","157","Python","","279","1630102","2023-06-07T00:18:13Z","2026-06-29T19:36:44Z","2026-06-29T19:48:36Z","Apache-2.0","1118","118","7034","188.75"
"Arize-ai/openinference","https://github.com/Arize-ai/openinference","https://github.com/Arize-ai/openinference.git","main","OpenTelemetry Instrumentation for AI Observability","agno, autogen_agentchat, autogen_core, autogen_ext, beeai_framework, crewai, dspy, haystack, langchain, langchain_core, smolagents","1060","263","Python","aiops,gemini,hacktoberfest,haystack,langchain,langraph,llamaindex,llmops,llms,mcp,openai,openai-agents,opentelemetry,pydantic-ai,smolagents,telemetry,tracing,vercel,vertex","202","19171","2023-12-26T17:33:58Z","2026-06-29T15:33:52Z","2026-06-29T14:20:50Z","Apache-2.0","915","112","1981","64.95"
"getzep/zep","https://github.com/getzep/zep","https://github.com/getzep/zep.git","main","Zep | Examples, Integrations, & More","agent_framework, autogen_core, langchain_core, pydantic_ai","4710","636","Python","ai,knowledge-graphs,language-model,llm","12","57484","2023-04-29T14:06:22Z","2026-06-29T14:52:11Z","2026-06-29T04:26:11Z","Apache-2.0","1156","19","363","9.42"
"openagents-org/openagents","https://github.com/openagents-org/openagents","https://github.com/openagents-org/openagents.git","develop","OpenAgents - AI Agent Networks for Open Collaboration","autogen_core","3820","384","Python","agents,ai,collaboration,llm,network","80","104921","2025-03-10T22:27:52Z","2026-06-29T17:21:31Z","2026-06-29T06:57:34Z","Apache-2.0","475","45","2668","168.51"
"NVIDIA/NeMo-Agent-Toolkit","https://github.com/NVIDIA/NeMo-Agent-Toolkit","https://github.com/NVIDIA/NeMo-Agent-Toolkit.git","develop","The NVIDIA NeMo Agent toolkit is an open-source library for efficiently connecting and optimizing teams of AI agents.","agno, autogen_core, autogen_ext, crewai, haystack, langchain_exa, langchain_huggingface","2460","693","Python","","45","92263","2025-03-06T17:23:52Z","2026-06-29T08:23:22Z","2026-06-26T20:58:10Z","Apache-2.0","477","91","1412","88.81"
"splx-ai/agentic-radar","https://github.com/splx-ai/agentic-radar","https://github.com/splx-ai/agentic-radar.git","main","A security scanner for your LLM agentic workflows","autogen_ext, crewai","986","135","Python","agentic-ai,agentic-framework,agentic-workflow,ai,ai-red-teaming,ai-security,cli,devsecops,generative-ai,llm,llm-security,mcp,mcp-server,red-teaming,security,security-tools","15","18679","2025-02-12T11:50:49Z","2026-06-29T15:35:51Z","2025-11-27T15:28:44Z","Apache-2.0","288","8","103","10.73"
"victordibia/designing-multiagent-systems","https://github.com/victordibia/designing-multiagent-systems","https://github.com/victordibia/designing-multiagent-systems.git","main","Building LLM-Enabled Multi Agent Applications from Scratch","agent_framework, autogen_agentchat, autogen_core, autogen_ext, autogenstudio","677","174","Python","agents,autogen,generative-ai,large-language-models,multiagent-systems","6","19328","2024-05-12T14:51:51Z","2026-06-29T06:20:16Z","2026-03-12T04:15:05Z","Apache-2.0","668","2","172","7.72"
"microsoft/promptflow","https://github.com/microsoft/promptflow","https://github.com/microsoft/promptflow.git","main","Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring.","agent_framework, agent_framework_azure_ai_search, agent_framework_devui, langchain","11166","1104","Python","ai,ai-application-development,ai-applications,chatgpt,gpt,llm,prompt,prompt-engineering","79","173721","2023-06-30T06:03:06Z","2026-06-29T04:04:52Z","2026-06-18T13:16:52Z","MIT","1084","108","2290","63.38"
"microsoft/OpenAIWorkshop","https://github.com/microsoft/OpenAIWorkshop","https://github.com/microsoft/OpenAIWorkshop.git","main","workshop materials to build intelligent solutions on Open AI","agent_framework, agent_framework_azure_cosmos, agent_framework_durabletask, agent_framework_orchestrations","887","479","Python","azure,cognitive-services,machine-learning,openai","53","528152","2023-02-22T16:58:45Z","2026-06-24T23:42:44Z","2026-06-10T04:45:13Z","MIT","1203","27","1283","32.0"
"microsoft/Multi-Agent-Custom-Automation-Engine-Solution-Accelerator","https://github.com/microsoft/Multi-Agent-Custom-Automation-Engine-Solution-Accelerator","https://github.com/microsoft/Multi-Agent-Custom-Automation-Engine-Solution-Accelerator.git","main","The Multi-Agent Custom Automation Engine Solution Accelerator is an AI-driven system that manages a group of AI agents to accomplish tasks based on user input. Powered by Microsoft Agent Framework, Azure Foundry, Azure Cosmos DB, and infrastructure services, it provides a reference application, allowing you to hit the ground running.","agent_framework, agent_framework_orchestrations","849","750","Python","ai-azd-templates,azd-templates","39","33043","2024-12-16T18:56:55Z","2026-06-28T05:51:29Z","2026-06-29T13:26:07Z","MIT","559","57","4087","219.34"
"agentscope-ai/agentscope-runtime","https://github.com/agentscope-ai/agentscope-runtime","https://github.com/agentscope-ai/agentscope-runtime.git","main","A production-ready runtime framework for agent apps with secure tool sandboxing, Agent-as-a-Service APIs, scalable deployment, full-stack observability, and broad framework compatibility.","agent_framework, agui, langgraph","828","166","Python","a2a,agent,agentscope,agno,deployment,docker,kubernetes,langgraph,mcp,modelstudio,runtime,sandbox,serverless","71","98809","2025-08-14T03:43:36Z","2026-06-29T09:34:32Z","2026-06-04T03:57:19Z","Apache-2.0","294","38","290","29.59"
"learntocloud/learn-to-cloud-app","https://github.com/learntocloud/learn-to-cloud-app","https://github.com/learntocloud/learn-to-cloud-app.git","main","The best open source courseware to learn cloud engineering","agent_framework_openai","617","21","Python","","12","6681","2026-01-10T16:17:33Z","2026-06-29T09:59:02Z","2026-06-26T16:25:38Z","MIT","167","6","726","130.42"
"JetAstra/SDAR","https://github.com/JetAstra/SDAR","https://github.com/JetAstra/SDAR.git","main","SDAR (Synergy of Diffusion and AutoRegression), a large diffusion language model（1.7B, 4B, 8B, 30B）","cat, lagent","360","22","Python","","9","22424","2025-08-14T04:39:49Z","2026-06-30T03:18:29Z","2026-06-02T11:01:44Z","MIT","292","8","103","10.58"
"hongbo-miao/hongbomiao.com","https://github.com/hongbo-miao/hongbomiao.com","https://github.com/hongbo-miao/hongbomiao.com.git","main","A personal research and development (R&D) lab that facilitates the sharing of knowledge.","cat, mem0","298","51","Python","aerospace,autonomy,cloud-native,computational-fluid-dynamics,computer-vision,distributed-tracing,embedded,graphql,high-performance-computing,infrastructure-as-code,kubernetes,llm,machine-learning,matlab,mlops,neural-network,robot-operating-system,rust,service-mesh,transformer","21","381786","2019-02-27T01:47:30Z","2026-06-29T04:09:55Z","2026-06-29T04:09:53Z","MIT","2679","12","44564","499.04"
"nbelle1/strategy-game-agents","https://github.com/nbelle1/strategy-game-agents","https://github.com/nbelle1/strategy-game-agents.git","main","","cat, langchain_mistralai","16","4","Python","","1","60741","2025-04-25T03:02:59Z","2026-06-06T14:34:33Z","2025-10-23T20:42:17Z","","181","7","171","28.34"
"MemoriLabs/Memori","https://github.com/MemoriLabs/Memori","https://github.com/MemoriLabs/Memori.git","main","Memori is agent-native memory infrastructure. A LLM-agnostic layer that turns agent execution and conversation into structured, persistent state for production systems.","agno","15495","2755","Python","agent,agent-memory,ai,ai-memory,aiagent,awesome,chatgpt,llm,long-short-term-memory,memori-ai,memory,memory-management,memory-mcp,openclaw-memory,python,rag,state-management,stateful,typescript","20","30119","2025-07-24T07:07:51Z","2026-06-29T18:50:38Z","2026-06-15T23:18:56Z","NOASSERTION","326","43","628","57.79"
"ValueCell-ai/valuecell","https://github.com/ValueCell-ai/valuecell","https://github.com/ValueCell-ai/valuecell.git","main","ValueCell is a community-driven, multi-agent platform for financial applications.","agno","10877","1803","Python","agentic-ai,agents,ai,assitant,crypto,equity,finance,investment,mcp,python,react,stock-market","62","22133","2025-09-01T09:07:06Z","2026-06-29T18:48:17Z","2026-03-09T08:30:21Z","Apache-2.0","188","17","430","68.62"
